stdid,A_PLURAL,MORFOLOGIK_RULE_EN_GB,SENTENCE_FRAGMENT,UPPERCASE_SENTENCE_START,text,ENGLISH_WORD_REPEAT_BEGINNING_RULE,EN_COMPOUNDS,IN_PAST,I_LOWERCASE,HE_VERB_AGR,THERE_S_MANY,IT_IS,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,COMMA_PARENTHESIS_WHITESPACE,EN_A_VS_AN,SENTENCE_WHITESPACE,WONT,BEEN_PART_AGREEMENT,WOMAN_WOMEN,DOUBLE_PUNCTUATION,EN_CONTRACTION_SPELLING,MY_BE,ADVERB_WORD_ORDER,AM_I,ADMIT_ENJOY_VB,ADVISE_VBG,IN_A_X_MANNER,THE_SENT_END,CANT,ENGLISH_WORD_REPEAT_RULE,KIND_OF_A,MASTERS,TOO_DETERMINER,EN_QUOTES,EN_UNPAIRED_BRACKETS,EN_GB_SIMPLE_REPLACE,NEW_XX,PROGRESSIVE_VERBS,PRP_RB_NO_VB,ANY_BODY,MAY_BE,ACCORDING_TO_ME,AFFORD_VBG,MISSING_HYPHEN,TO_TOO,DT_PRP,EVERYDAY_EVERY_DAY,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,PEOPLE_VBZ,LOOSE_LOSE,EVERY_EACH_SINGULAR,RATHER_THEN,COMPARISONS_THEN,SO_AS_TO,TRY_AND,NON3PRS_VERB,THE_SUPERLATIVE,POSSESSIVE_APOSTROPHE,IT_VBZ,WHERE_AS,WHITESPACE_RULE,AFFECT_EFFECT,I_MOVING,THEIR_IS,SOME_OF_THE,A_UNCOUNTABLE,COMP_THAN,DID_BASEFORM,LITTLE_BIT,CD_NN,HAVE_PART_AGREEMENT,APOSTROPHE_PLURAL,scount,wcount
IMT2013038,0.0,7.0,0.0,0.0,"I'm Sharanya currently studying third year Integrated Mtech degree at |||T—B.
I'm studying Information Technology as i have been interested in Computer
Science and the way it can impact lives from my high school days. I hope to
make a difference in the lives of people in the future. I have done several
group projects in college and participated in various events as a team in
hackathons and in sports events like basketba||,throwbal|. Each project or
event i worked in a team taught me how to gel in and work together to
achieve a common goal by putting aside interests or opinions which don't
contribute to the common goal. I'm studying in my third year and yet to start
my career. The project was to develop an app according to the speciﬁcations
given. We were reviewed at each step and were given positive feedback. 50
we proceeded along to complete the project. On our ﬁnal demo when our
project was to be reviewed, we were criticised and were to told me to make
signiﬁcant changes. Even though we didn't expect criticism, we took it as a
Ieaming experience and understood the reason behind the changes that were
suggested and even decided to incorporate those changes in our future
projects. I will give an example of how my idea is needed and will make
things easier and be a great advantage to the client. I will suggest the client
an option to customise it according to his needs so that it will be more
suitable for him. i will give a preview of the product to be developed so that
the client can understand it more. I am interested in sports and try to play as
many sports as I can. I like travelling and visit new places. I believe that it will
bring a new perspective and meaning",3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,332
IMT2013045,0.0,15.0,1.0,0.0,"I am student of |MTech batch. I like painting, dancing and travelling. Currently
I have started reading ﬁction novels and its very interesting to read various
books by different authors. I am a big Han'y Potter book fan. Other books
which I liked are The illicit happiness of 0th I also interested in the area of
Data Science. I like Machine learning and currently learning its basics. I am
from a small town in Tamil Nadu from a place called Erode. I am currently in
seventh semester and want to pursue my higher studies in the ﬁeld of Data
Science. I like coding and participate on various online judges. I like watching
sports more than playing. Yes. I was very careless when I was studying in
school. My brother and I used to go to school in the same bus. My brother
was in 1st standard. My mom always told me take care of brother in the bus
and to have a look at him. As a daily routine I was supposed to check if my
brother got into the bus or not. One day I was busy in chatting with my
friends and forgot to check if my brother had entered the bus or not.
Unfortunately that day he got late and missed the bus. After I reached the
stop near my home I realised that he was missing. Then I panicked and told a
lie to my parents saying he has dance practice and parents where supposed
to pick him later. Later my parents found that I told a lie. They scolded f.
Assuming I am appearing for the interview for the ﬁrst time in my life I would
say that they should hire me because I am fresher and the biggest advantage
will be that I have the talent to explore and try out new things. Any new
innovation or discovery or any improvement cannot happen until we try all
the best possibilities. So as I am a fresherl would make some mistakes but
eventually that will help them in knowing what works best and what doesnot.
Also failure doesnot demotivate me and my trust for knowledge and exploring
the world will help to work hard for the company. It may not provide imediate
reward but in a long run sweet fruits would be yield. My best so far has to
been to start a project in reinforcement learning in the area of Machine
learning. It is a highly researched ﬁeld. It has been the best move because it
gave me a feel of what is happening currently in the ﬁeld of technology and
how advance the machines and computers have become. Also reading
articles the site called Medium gave me picture of how to apply these
algorithms of ML in various places. Reading those articles gave a practical
picture where I can apply them and ﬁnd interesting stuff. It depends on
situation. If I feel that I am interested in some work and it involves risk in it
then I would deﬁnitely take the risk and go ahead with the work. But if the
work or task doesnot interest me then I would probably not take the risk
involved in it. Sometimes if I feel that the work will help me to explore
something very new and rare thing then I would take the risk. I am a very
straight forward person. I usually dont hide things and tell the truth most of
the times. In this process of telling the truth and being frank people ﬁnd me
rude and arrogant. They criticize about me saying I dont how to speak",5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,645
IMT2014003,0.0,4.0,0.0,1.0,"Hello!

I am Sahithi from IIIT Bangalore. I hometown is Guntur(Andhra Pradesh).

I am pursuing my Engineering 3rd year. I would like to be respected rather
than being liked. 3 days back I decided to prepare my breakfast in my room
i.e cook maggie. I never cooked anything before. It was a utter failure. nan.
The fruits of the job like improving my skills, to improve my self esteem. I
feel that I am not a very creative person",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,93
IMT2014017,0.0,9.0,3.0,0.0,"Hi,I am Niharika from IIITB . I am from Hyderabad. I am a very ambitious
person.| like to explore and learn things that I don't know. I like to be myself. I
love to work with people of different regions. I would like to become software
engineer. I was about to make this mistake in my ﬁrst year of engineering. I
was so worried about friends and I was a bit lonely so I thought of quitting
IIITB and I thought to join in some ordinary college. But, if I would go and join
there then I would just be a normal person. I would be getting placed in a
normal(ordinary) company etc.. After I realized that it is a mistake then I
joined ba TO IIITB. I personally think that time is precious and once you loose
it then we can't get it back. So,as long as I am in working environment I will
try my best to do some productive work. It is not like you should continuously
work without engaging with people while you work. The time that I will try to
spend in engaging with people should be minimal so that It my work doesn't
get affected by it. Yes, I think this job will deﬁnitely help me to reach my few
goals in life ( may be not completely) . Basically I would like to work because I
always wanted to be a good engineer and I wanted to make my parents
proud of what I am doing. As, I said before I am very curious and ambitious
person so, I like exploring things. So,I think I would get good knowledge of
what I will be doing. So,it will help me in learning new things and achieve my
goals. I ﬁrst try to ﬁgure out what the actual problem is. Then if I think there
is something wrong with me.Then I try not doing some things that will repeat
the same problem.

If I have problem with my colleagues then I try to sort it out by taking them to
a picnic kind of things to get their misunderstandings out.

If all above doesnot work then I will go to my team leader and then report the
issue that there is something seriously wrong and I am unable to ﬁgure out
what it is. I will deﬁnitely be a good person. I will help my people around and I
see I don't hurt any one. I will not repeat the same mistakes again and again.
I would probably enjoy my engineering life again",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,471
IMT2014018,0.0,5.0,0.0,0.0,"I like learning new things. I love to read,sing and sketch. I like helping others
too.

I am very hardworking and try to do the work given to me efﬁciently. I try to
not repeat the mistakes i have done previously. According to me, the
deﬁnition of success is that you what to do something and you put your best
effort in it. Your attempt might not be successful initially but it is your effort
that counts. I think that you should always take the risk and put your
complete effort in something you strongly believe.

I always try my best to do achieve something I want to do.

Though my attempt might result in a failure, it's the failure that teaches me a
lesson. Hard work is working very hard without considering or thinking
properly. Blindly working on something without proper thinking.

In smart work, you think before you do anything. When my co-worker wasn't
doing his share of work, I tried to convince him that he must do his share of
work as he would Ieam something from the experience. The outcome was
that he tried to more than the work he had done previously but still he didn't
do the complete share of his work. I will try to convince him and show him
why he is wrong. I will try to come with up a logical reason, so that he can
understand my point. I would be an asset as I will put in my best effort. I will
do the share of work allocated to me efﬁciently. I will try to create a friendly
environment within the organization",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,300
IMT2014023,0.0,8.0,0.0,0.0,"I am Harsha, currently studying in iMtech 3rd year in IIIT Bangalore. I am from
Hyderabad.

I have interest in knowing new things and understanding things which i learn.
My hobbies are listening to music and watching movies.

I generally believe in being positive and accept things as they are. I am a
jovial and happy person. I generally do not link both of them. When i am
working on any thing i try to focus much on that and complete it by keeping
milestones and targets. When i am not working i make sure to enjoy as much
as i can by going out or having a good chat with family and friends. So
whenever i have a holiday or have no work i keep myself free from doing any
other work related things and do my personal stuff. I tend to break my work
into small parts and try to make them simpler by working on them one at a
time. I tend to take a 5 min break after each target so that the mind is
relieved for some time and not panic myself thinking about the work. I keep
deadlines for each such target and try to complete it correctly and not
hurrying and making it worse. If the work is not ﬁnished in the deadline then i
will complete the wor1< ﬁrst and then sleep. I would like to learn dancing and
playing a new instrument. I have been fascinated by music related stuff as it
brings joy and lets me forget about any issue and makes me calm. Dance
also increases concentration and ﬂexes the body which is good for improving
the inner and outer personality. I am generally good to everyone and try to
make them and myself happy about any stuff we talk about. When i have any
quarrel or ﬁght with anyone i excuse them after sometime. But the other
person sometimes take advantage of this quality of mine and starts or makes
a new issue and ﬁghts back. In the second and the third semester of my
college my CGPA has decreased due to few subjects as i was not interested in
them. I was not happy with that but tried to calm myself and concentrate on
the semesters that followed and focused to understand each concept and not
go through it. This helped me nicely for every subject in the following
semester and helped me increase my CGPA very well",3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,435
IMT2014024,0.0,9.0,0.0,0.0,"I am Indu Ilanchezian. I am a student in l||T— B pursuing iMtech. I am currently
in my third year. I am passionate about computer science, particularly coding,
algorithms and machine Ieaming. I am ﬂuent in English, Tamil and Hindi. I am
a consistent performer, hard working and god-fearing. My hobbies include
reading novels and listening to music. In one of the projects that I was
assigned, when a co—worker wasn't doing her share of work properly, I tried to
advise her to complete her share of work. I tried to help her out if she was
facing any problems. But when the problem persisted and since she lacked
intersest, I tried to let my higher authorities know that a group member was
not co-operating. I am a consistent performer and hard worker. A person from
outside has varied experiences and has higher chances of improving certain
aspects of an organisation than a person who has stayed on in an
organisation for a long time. An organisation should hence always be open to
outside people. According to me, job satisfaction, deﬁnitely, matters more.
When we love the work that we do, we can deﬁnitely do it better. This in turn
will get us accolades and appreciation. This, in my opinion, can never be
compared to a high salary. If a situation arises in which I disagree with my
boss, I would act according to my conscientious. If I believe that my views
are justiﬁed, I will try to convince my boss. I had once assumed a project to
be too easy and had started it a bit late. It turned out that the project was not
actually that obvious and we were not able to complete it. The learning was
the",4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,328
IMT2014028,0.0,18.0,1.0,3.0,"Hi. I am K.Abhigna. i am currently pursuing an imtech course in IIITB. I am
here to give a model online interview test. I did my schooling in Hyderabad.
My hobbies are singing, playing badminton, playing keyboard. My aim is
become a data scientist. Before joining in IIIT-B, i never had any experience in
coding. I am from a non— computer science background. initially i found very
difﬁcult to understand the concepts in computer science and required to do a
lot of background work. After struggling for a while, I learnt how to code
better with help of some good reference text books, youtube tutorials and
also with the help of a bunch of friends. At present, i can conﬁdently take up
any challenge and give a shot. To be frank, i hadn't done anything like rote
Ieaming for the interview. ijust gave a thought about my strengths and
weakness. Though I get nervous to face an interview, i convince myself that it
would help me and the panel members to identify our ﬁeld of interests and is
just an interaction session for that purpose. Interactions with alumni and
other seniors from the industry wolud also help to crack the interv. i faced
criticism when i was in my ﬁrst semester. A group project was assigned to our
group by out ITP professor. Our group decided that we would explore on Web
Development and present it to the whole class. Since, i hardly knew anything
about Web Development, i chose an obsolete topic. On top of that my
presentation skills were very poor. So facing the whole class was very
embarassing to me. Eventually i ended up spoiling the presentation. That was
the time when i was criticised for my work. Music! From my childhood to till
date, the most important thing to me is music. Whenever i feel lonely, i may
prefer singing or listening to music. I like any kind of music irrespective of
many languages. most of the times i can connect to any kind of music. i also
play keyboard. If i wouldn't have taken computer science i might have taken
up a profession related to music. Apart from that, i also love swimming. Every
summer, ijoin swimming classes and end up leaning. I had a goal before
pursuing b.tech. i wanted to do an MBA from IIM or any top notch university
abroad. But, after my JEE results are out, my family and i decided to take up
imtech course in IIITB. Since, it is a dual degree course, i didn't ﬁnd any point
in doing an MBA because the whole purpose ofjoining a research oriented
institution is defeated. So, i dropped the idea to pursue MBA and started
exploring more options after an imtech degree. At present, i love my ﬁeld and
still there's a lot more to explore and get connected with it",0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,542
IMT2014031,0.0,13.0,3.0,0.0,"I am Mahati Bharadwaj. I am a student of IIITB. I hail from visakhapatnam.
Apart from being a student I also volunteer with the Art of Living Foundation. I
love Indian classical music. I like to lead a very simple life. I admire nature a
lot and like to protect it. I joined this job to get experience in my ﬁeld of
interest. It will help me become a better person as I will get to interact with
different people with different backgrounds and highly qualiﬁed. It will help
me to learn things that I have to improve upon. This will also improve my
communication with people. This is very close to my goal. It was in my ﬁrst
semester when we had to submit our project and give a demo that next day.
The day before our demo, we did not progress with even 10 percent of our
project. It was a team work and we were new to such a project. All of us
divide thew work and we sat the entire night together doing the work and
completed the main part of our project by 6AM. All of us encouraged each
other to keep ourselves active the entire night. The next morning we sat
together and ﬁnished the remaining part of the project and gave our demo.
Then we went back and took rest. This gave us immense satisfaction as we
were very successful with what we did. Once we had to organize an event in
our college. It was again a team work. We sat for a week together and
planned to organize that event. But due to lack of coordination the event was
not successful and we felt very bad. The day of our event there was miss
communication and chaos. As a team we failed. It was for the ﬁrst time, there
was such an event and it was not that successful. If only would I get a chance
to relive my last ten years, I would have enjoyed my life in a better way. I
would have gone to more nature, adventure camps. I would have made a lot
of mischief in school to make memories. I would have Ieamt more music. I
would have spent more time helping the needy. I would have explored new
places. I would have watched a lot of movies. I would have made myself into
a better artist. I would have improved my GK. I would have Ieamt better
coding. As said ‘age is just a number‘. If the person who is younger than me is
more knowledgeable, I would like to work under him/her. If that person has
more experience than me, I would take his/her help to become a better
person. If there are situations where he/she cannot handle that situation,
being elder I would deﬁnitely give a helping hand. Sometimes dealing with
that person would also depend upon the situation we are facing. I would
expect mutual understanding between us",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,546
IMT2014038,0.0,6.0,0.0,0.0,"I am a typical student who is more into computer science. Well, most of my
friends say that I am a geek which I would not refuse to accept. I love
programming and try to keep my Ieaming curve steep. I believe in the quote
There are many people doing more hard work for the same thing you do."" Sol
do a lot of hard work and try to utilize my intelligence to the core. I am not a
person who gives up easily and displays a lot of patience. My character is
strongly built on the basis of self conﬁdence and morality. I had faced various
situations and I have tasted success in every single one of them."". There is a
quote which goes as, The body hates change"". Well I have seen the quote few
years back and realized that our mentality is resistant to change and if we
are able to realize that try to change that then we would be successful in the
our ﬁeld. I am always open to change and I wake up in the morning awaiting
changes to my daily routine. That is why I am not a big fan of routine things
such as a static time table.''. There are quite few things regarding me that
most people criticize about.They are listed below.

1.Patience. (I have a lot of patience.)

2.Less ego.(Too less.)

3.Acting silly in few situations.

4.Not thinking twice before doing few things.

5.InabiIity to stick to a particular schedule.(As I told you in the previous
answer, I do not like schedules.)

6.Getting too excited for small things. My primary ambition when I was a little
younger was to become a movie director. I think I would have gone to director
classes to pursue my ambition. I would also like to exercise everyday and be
more ﬁt. Save more money. Reducing the amount of time that I have wasted
which was literally unnecessary. Study more books related to computer
science. You should not hire me because I am a very cautious person when it
comes to doing other person's work. So if you give an inﬁnite amount of time
to test your software,etc., I would literally do it for you. I might be hard
working but I am also lazy which is a quite different combination but I would
still get the work done. I think too much about a particular situation or a
problem. So if you are expecting a hundred different answers/solutions for a",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,469
IMT2014040,0.0,9.0,0.0,0.0,"Hi, my name is Pratheeksha. Currently a student of IT, I am a coding
enthusiast. I like Ieaming about new things. In my spare time I enjoy reading
books and watching movies. I play the veena and also love dancing. As far as
I am concerned, job satisfaction is more important. I don't think a huge salary
alone can keep one satisﬁed with one's job. If we don't enjoy what we are
doing then there is no point in doing what we do and there's no justice done
to the work either. I believe I can handle pressure quite well. The pressure of
meeting deadlines or quality standards always encourages me to strive for
betterment in whatever it is that I do. I don't think pressure will affect my
performance too much. I think the ﬁrst strategy that can motivate people is
the satisfaction of delivering quality product. I believe that there is always a
scope for improvement. This strive for improvement can also act as a good
motivation. Ultimately the promise of contributing even in tiny ways, to
something huge that can someday make a difference in the world will never
fail to motivate people. I think sometimes I try to be too much of a
perfectionist. I can never say I am fully satisﬁed with the work I have turned
in. I always seem to look for ways to improve my work. This is a major ﬂaw I
see in myself and probably the only reason why you shouldn't hire me.
Sometimes people tend to show a friendly demeanor towards you. Once I
really believed a colleague when she seemed to be genuinely interested in
working with me for a group presentation in one of our courses. Over time I
realized that she was just using me to have discussions and get hold of my
ideas to use in her own part of the presentation (which came before mine). I
realized that I had made a huge mistake in judging her intentions",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,368
IMT2014042,0.0,17.0,0.0,0.0,"I am Raghav Bhatnagar from Gurgaon, Haryana. I am a student of the
integrated Mtech course at the international institute of information
technology, Bangalore. I am a technology enthusiast and love to be in touch
with the technological advancements which helps me in adapting quickly and
effectively to all the changes that our vast ﬁeld undergoes. I also love web
development and creating new applications to make the lives of people
better. I aspire to be someone who can spark change and can help as many
people as possible through technology. I am inspired by the work done by
Elon Musk and other such visionary as I feel that the future belongs to those
who can be the change and can implement and act upon their dreams. I
believe that my biggest strength is my ability to gel and mix well with people.
I have a lot of experience of working in teams and groups as well as heading
them. My adaptability is another one of my strengths as I keep myself
updated and can adapt quickly. This comes in handy in a lot of places,
especially in a ﬁx where we need a fresh outlook. I also don't loose my cool
easily in crunch situations and have been a part of many organizing
committees and have faced difﬁcult situations.

My biggest weakness id say is that i become a bit naive and headstrong. Both
these form a dangerous pair but along the course of time I have come to
realize that these weaknesses, when harnessed properly and at the right time
can form your strength, especiallly while dealing with people and negotiating.
The toughest decision I had to make was to pursue engineering over
archeology. I always had a knack for both the sciences and the social sciences
and had a particular interest in history and astrophysics. So at the time of
choosing the stream I wanted to take, I was in a dilemma. That was probably
the ﬁrst time I had to take a decision that would go on to shape my life. I took
my time and analyzed both the options taking various parameters into
account. Mainly the feasibility, scope in the country, future prospects and
also the probability of success in each of the ﬁelds. I concluded that
engineering had a better chance at all of these over archeology as the scope
of archeology in the country is meek at best. This made me realize that no
matter how hard the decisions may be, we have to think with our brains and
make the right decisions rather than falling for the folly of the heart. If I learn
a new skill that will probably be hunting and outdoor survival. I love being
outdoors, going for treks and for other such adventures where I am nowhere
near the civilization. I have, till now done this with a group of people but
would like to do so alone now. The only thing stopping me from doing so is
the fact that I don't have the basic survival skills needed to stay alive, even
away from the civilization. The skills i want to learn are mostly foraging, using
ropes at tight spots, building ﬁres and setting up camp on my own. These
skills come in handy when we go out into the wilderness and interact with the
nature. In this respect, Bear Grylls is my mentor/ role model as I have",6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,616
IMT2014045,0.0,21.0,0.0,1.0,"Hi I am vineet. I am simple, good and smart. I like meeting new people. I like
watching movies, tv shows, youtube videos,etc. I like experimenting on new
things. Recently I started working on Raspberry Pi and then I could stop
myself from experimenting on it. I like hardware stuff more than software. I
am now a undergraduate student. One day I dream of working in the Indian
Defence Forces. I hate people who doesnt treat people with respect and those
who are completely biased. I am casual and friendly. I might not be predictive
in the ﬁrst sight, but as I become close I become predictive. I am quite a push
over. I value friendship.

Thank you. Me being obsessive over cleanliness. Sometimes about me being
angry. They criticize mostly on me trying to be a leader in everything and
taking responsibility. They criticize about me helping people though my help
isnt valued. I am often criticized for being over sincere. I was inspired by a lot
of people in my life. The ﬁrst being my parents. My mom and dad inspired me
a lot in every step of my life and they still keep doing it. They taught how to
handle things, how to treat people, how to handle failures (when I failed JEE
twice, they taught me alot how to be brave, how life would be and all), how to
manage myself ,etc. I was also inspired by Abraham Lincoln, for being a
great, sincere leader. I was also inspired by Hitler and Napoleon for being
brave and trying to lead people into better things(in their sense better). I
would ask them to treat the work as a real life problem, in that sense, they
feel their work helps someone somewhere. I would ask them to mingle
among themselves, as a friendly working environment motivates to work
peacefully. I would not have restrictions, but would ask them to take their
time to get the work done, but the work should be perfect. I would ask them
to treat work as a friend, in that way the team will not feel forced to work.
During the last spandan. I was a carrom SPOC and was also organizing the
treasure hunt, which is on the third day. On the ﬁrst day, I had a lot of work in
carroms, calling people, organizing games, getting the resources, etc. I
couldnt participate in other events as I was having a lot of work. I can leave
the work as one of the other SPOC did, But i feel responsible for the job, sol
couldnt do it. There was meeting before the spandan ﬁrst day for treasure
hunt, where we discussed about the places where clues can be hidden. At the
end of the ﬁrst day, as soon as I am done with carroms for the day ( During
the day I did little treasure hunt work), I started working on the treasure hunt
with two other people. We wrote clues, and it was almost 2 or 3. I went back.
And on the second day after carroms I wet back to treasure hunt. and worked
again. I basically love the work so I didnt feel it hewavy. I am a risk taker.
After I failed to c|earJEE ﬁrst time, though I had some other good college
option, I risked taking a year drop. After an year, I failed to clearJEE again,
but ended up in a better college which I wouldnt have got the ﬁrst time. I like",7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,674
